Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,361685,-,-,-,47.41,0.78,1,54,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,GHI,Relative Humidity,Pressure,Precipitable Water,Wind Direction,Wind Speed,Dew Point,Cloud Type,Fill Flag
2018,1,1,10,45,8.8,10,93.3,999,1.8,206,7.6000000000000005,7.800000000000001,6,3
2018,1,1,11,0,9,15,91.96000000000001,998,1.8,208,7.9,7.800000000000001,4,3
2018,1,1,11,15,9.3,11,90.03,997,1.8,213,8,7.7,7,0
2018,1,1,11,30,9.5,11,88.83,997,1.8,217,8.1,7.7,9,0
2018,1,1,11,45,9.8,12,93.38,996,1.8,221,8.200000000000001,8.8,9,0
2018,1,1,12,0,10.100000000000001,13,91.53,996,1.8,225,8.3,8.8,9,0
2018,1,1,12,15,10.3,13,90.22,995,1.8,228,8.4,8.8,9,0
2018,1,1,12,30,10.5,13,89.03,995,1.8,230,8.5,8.8,9,0
2018,1,1,12,45,10.600000000000001,14,92.5,994,1.8,233,8.6,9.4,6,0
2018,1,1,13,0,10.8,13,91.28,994,1.8,235,8.6,9.4,9,0
2018,1,1,13,15,10.9,14,90.68,994,1.8,239,8.8,9.4,6,0
2018,1,1,13,30,10.9,15,90.68,994,1.7000000000000002,243,8.9,9.4,6,0
2018,1,1,13,45,11,21,89.4,993,1.7000000000000002,247,9,9.3,4,0
2018,1,1,14,0,11,21,89.4,993,1.7000000000000002,251,9.1,9.3,4,0
2018,1,1,14,15,10.8,11,90.59,993,1.7000000000000002,258,9,9.3,7,0
2018,1,1,14,30,10.600000000000001,14,91.9,994,1.7000000000000002,264,8.9,9.3,8,0
2018,1,1,14,45,10.4,17,84.46000000000001,994,1.7000000000000002,270,8.9,7.9,4,0
2018,1,1,15,0,10.200000000000001,15,85.59,994,1.7000000000000002,277,8.8,7.9,4,3
2018,1,1,15,15,9.9,11,87.41,995,1.6,282,8.6,7.9,8,3
2018,1,1,15,30,9.600000000000001,12,89.27,996,1.5,287,8.4,7.9,4,3
2018,1,1,15,45,9.3,9,82.93,996,1.4000000000000001,293,8.3,6.5,8,3
2018,1,1,16,0,9.1,8,84.14,997,1.3,298,8.1,6.6000000000000005,4,3
2018,1,1,16,15,8.9,7,85.36,998,1.2000000000000002,297,8,6.6000000000000005,4,3
2018,1,1,16,30,8.8,5,86.02,999,1.1,295,8,6.6000000000000005,4,3
2018,1,1,16,45,8.6,4,82.64,1000,1.1,294,7.9,5.800000000000001,4,3
2018,1,1,17,0,8.5,2,83.2,1000,1,293,7.800000000000001,5.800000000000001,4,3
2018,1,1,17,15,8.4,0,83.85000000000001,1001,1,292,7.7,5.800000000000001,0,0
2018,1,1,17,30,8.3,0,84.5,1002,1,291,7.6000000000000005,5.800000000000001,0,0
2018,1,1,17,45,8.1,0,82.33,1002,1,289,7.5,5.300000000000001,0,0
2018,1,1,18,0,8,0,82.97,1003,1,288,7.4,5.300000000000001,0,0
2018,1,1,18,15,7.9,0,83.53,1003,1,287,7.300000000000001,5.300000000000001,1,0
2018,1,1,18,30,7.800000000000001,0,84.19,1004,1,286,7.1000000000000005,5.300000000000001,4,0
2018,1,1,18,45,7.7,0,82.03,1004,1,285,7,4.800000000000001,4,0
2018,1,1,19,0,7.5,0,83.24,1005,0.9,284,6.9,4.800000000000001,1,0
2018,1,1,19,15,7.4,0,83.81,1005,0.9,284,6.800000000000001,4.800000000000001,0,0
2018,1,1,19,30,7.300000000000001,0,84.46000000000001,1006,0.9,283,6.7,4.9,1,0
2018,1,1,19,45,7.300000000000001,0,83.34,1006,0.9,282,6.6000000000000005,4.7,0,0
2018,1,1,20,0,7.2,0,83.99,1007,1,282,6.5,4.7,0,0
2018,1,1,20,15,7.1000000000000005,0,84.57000000000001,1007,1,281,6.300000000000001,4.7,0,0
2018,1,1,20,30,7,0,85.15,1007,1,281,6.2,4.7,0,0
2018,1,1,20,45,6.9,0,85.33,1007,1,281,6.1000000000000005,4.6000000000000005,0,0
2018,1,1,21,0,6.9,0,85.33,1007,1,280,5.9,4.6000000000000005,1,0
2018,1,1,21,15,6.7,0,86.59,1008,1,279,5.800000000000001,4.6000000000000005,0,0
2018,1,1,21,30,6.6000000000000005,0,87.19,1008,0.9,278,5.800000000000001,4.6000000000000005,4,0
2018,1,1,21,45,6.4,0,87.12,1008,0.9,278,5.7,4.4,0,0
2018,1,1,22,0,6.300000000000001,0,87.72,1008,0.9,277,5.6000000000000005,4.4,0,0
2018,1,1,22,15,6.1000000000000005,0,89.02,1009,0.9,275,5.4,4.4,0,0
2018,1,1,22,30,5.800000000000001,0,90.88,1009,0.9,273,5.300000000000001,4.4,0,0
2018,1,1,22,45,5.6000000000000005,0,90.43,1009,0.9,271,5.1000000000000005,4.2,0,0
2018,1,1,23,0,5.4,0,91.7,1009,0.8,270,5,4.2,0,0
2018,1,1,23,15,5.2,0,93.07000000000001,1010,0.8,267,4.800000000000001,4.2,1,0
2018,1,1,23,30,4.9,0,95.03,1010,0.8,264,4.6000000000000005,4.2,7,0
2018,1,1,23,45,4.7,0,94.95,1010,0.8,262,4.4,4,7,0
2018,1,2,0,0,4.5,0,96.28,1010,0.8,259,4.2,4,0,0
2018,1,2,0,15,4.5,0,96.28,1010,0.8,259,4.2,4,4,0
2018,1,2,0,30,4.5,0,96.28,1010,0.8,259,4.2,4,0,0
2018,1,2,0,45,4.5,0,96.28,1010,0.8,259,4.2,4,0,0
2018,1,2,1,0,4.2,0,97.15,1011,0.8,255,4.2,3.8000000000000003,0,0
2018,1,2,1,15,4.2,0,97.15,1011,0.8,255,4.2,3.8000000000000003,0,0
2018,1,2,1,30,4.2,0,97.15,1011,0.8,254,4.1000000000000005,3.8000000000000003,0,0
2018,1,2,1,45,4.3,0,96.01,1011,0.8,254,4.1000000000000005,3.7,0,0
2018,1,2,2,0,4.3,0,96.10000000000001,1012,0.8,253,4,3.7,4,0
2018,1,2,2,15,4.3,0,96.10000000000001,1012,0.8,253,3.9000000000000004,3.7,4,0
2018,1,2,2,30,4.3,0,96.10000000000001,1012,0.8,252,3.9000000000000004,3.7,4,0
2018,1,2,2,45,4.3,0,96.24000000000001,1012,0.8,252,3.8000000000000003,3.8000000000000003,4,0
2018,1,2,3,0,4.3,0,96.24000000000001,1012,0.9,251,3.7,3.8000000000000003,4,0
2018,1,2,3,15,4.2,0,96.92,1012,0.9,250,3.6,3.8000000000000003,4,0
2018,1,2,3,30,4.2,0,96.92,1012,0.9,249,3.4000000000000004,3.8000000000000003,4,0
2018,1,2,3,45,4.1000000000000005,0,98.18,1012,0.9,247,3.3000000000000003,3.8000000000000003,4,0
2018,1,2,4,0,4.1000000000000005,0,98.18,1012,0.9,246,3.2,3.8000000000000003,8,0
2018,1,2,4,15,4.1000000000000005,0,98.18,1012,0.9,244,3.1,3.8000000000000003,7,0
2018,1,2,4,30,4,0,98.87,1012,1,242,3.1,3.8000000000000003,7,0
2018,1,2,4,45,4,0,99.69,1012,1,240,3,4,8,0
2018,1,2,5,0,4,0,99.69,1012,1,238,2.9000000000000004,4,4,0
2018,1,2,5,15,4,0,99.69,1012,1.1,235,2.9000000000000004,4,7,0
2018,1,2,5,30,4.1000000000000005,0,98.99000000000001,1012,1.1,232,3,4,7,0
2018,1,2,5,45,4.2,0,99.54,1012,1.1,229,3,4.1000000000000005,4,0
2018,1,2,6,0,4.2,0,99.54,1012,1.2000000000000002,226,3,4.1000000000000005,4,0
2018,1,2,6,15,4.3,0,98.74000000000001,1011,1.2000000000000002,224,3,4.1000000000000005,7,0
2018,1,2,6,30,4.4,0,98.06,1011,1.3,222,2.9000000000000004,4.1000000000000005,7,0
2018,1,2,6,45,4.4,0,99.21000000000001,1011,1.4000000000000001,220,2.9000000000000004,4.3,7,0
2018,1,2,7,0,4.5,0,98.52,1011,1.4000000000000001,218,2.9000000000000004,4.3,6,0
2018,1,2,7,15,4.5,0,98.52,1011,1.5,216,3,4.3,8,0
2018,1,2,7,30,4.6000000000000005,0,97.83,1011,1.5,213,3.1,4.3,7,0
2018,1,2,7,45,4.7,0,97.99000000000001,1011,1.6,211,3.2,4.4,7,0
2018,1,2,8,0,4.800000000000001,0,97.31,1011,1.6,208,3.3000000000000003,4.4,6,0
2018,1,2,8,15,4.9,0,96.63,1011,1.7000000000000002,206,3.4000000000000004,4.4,8,0
2018,1,2,8,30,5.1000000000000005,0,95.3,1011,1.7000000000000002,205,3.5,4.4,4,0
2018,1,2,8,45,5.2,0,97.17,1011,1.8,203,3.6,4.800000000000001,7,0
2018,1,2,9,0,5.4,2,95.83,1011,1.8,202,3.8000000000000003,4.800000000000001,7,3
2018,1,2,9,15,5.7,4,93.86,1011,1.9000000000000001,200,3.8000000000000003,4.800000000000001,7,3
2018,1,2,9,30,6,5,91.94,1011,1.9000000000000001,199,3.8000000000000003,4.800000000000001,4,3
2018,1,2,9,45,6.300000000000001,6,95.95,1011,1.9000000000000001,198,3.9000000000000004,5.7,4,3
2018,1,2,10,0,6.6000000000000005,6,93.99,1011,2,196,3.9000000000000004,5.7,8,3
2018,1,2,10,15,6.7,10,93.25,1010,2,194,3.9000000000000004,5.7,4,3
2018,1,2,10,30,6.9,7,91.98,1010,2,192,3.8000000000000003,5.7,7,3
2018,1,2,10,45,7,8,95.59,1010,2.1,190,3.7,6.300000000000001,6,3
2018,1,2,11,0,7.2,9,94.29,1010,2.1,189,3.6,6.300000000000001,7,3
2018,1,2,11,15,7.300000000000001,9,93.65,1010,2.1,190,3.8000000000000003,6.300000000000001,7,0
2018,1,2,11,30,7.4,10,93.02,1010,2.2,192,3.9000000000000004,6.300000000000001,7,0
2018,1,2,11,45,7.5,11,95.8,1009,2.2,193,4.1000000000000005,6.9,7,0
2018,1,2,12,0,7.7,11,94.5,1009,2.2,195,4.2,6.9,7,0
2018,1,2,12,15,7.800000000000001,13,93.86,1009,2.2,198,4.3,6.9,6,0
2018,1,2,12,30,7.9,14,93.13,1008,2.3000000000000003,202,4.4,6.9,6,0
2018,1,2,12,45,8,14,96.01,1008,2.3000000000000003,205,4.4,7.4,6,0
2018,1,2,13,0,8.200000000000001,14,94.72,1008,2.3000000000000003,209,4.5,7.4,6,0
2018,1,2,13,15,8.4,14,93.35000000000001,1007,2.3000000000000003,213,4.4,7.4,6,0
2018,1,2,13,30,8.6,14,92.10000000000001,1007,2.3000000000000003,217,4.4,7.4,6,0
2018,1,2,13,45,8.700000000000001,14,96.94,1007,2.2,222,4.3,8.200000000000001,6,0
2018,1,2,14,0,8.9,13,95.64,1007,2.2,226,4.2,8.200000000000001,6,0
2018,1,2,14,15,9.3,13,93.11,1007,2.2,232,4.3,8.200000000000001,9,0
2018,1,2,14,30,9.700000000000001,10,90.64,1007,2.2,238,4.3,8.200000000000001,6,0
2018,1,2,14,45,10,11,98.5,1006,2.2,245,4.4,9.8,6,0
2018,1,2,15,0,10.4,11,95.91,1006,2.1,251,4.4,9.8,6,3
2018,1,2,15,15,10.700000000000001,10,94.02,1006,2.1,252,4.4,9.8,6,3
2018,1,2,15,30,11.100000000000001,9,91.56,1006,2.1,254,4.5,9.8,6,3
2018,1,2,15,45,11.4,8,98.92,1006,2.1,256,4.5,11.200000000000001,6,3
2018,1,2,16,0,11.700000000000001,7,96.98,1006,2,258,4.5,11.200000000000001,6,3
2018,1,2,16,15,11.8,6,96.34,1006,2,258,4.6000000000000005,11.200000000000001,6,3
2018,1,2,16,30,11.9,5,95.71000000000001,1006,2,257,4.7,11.200000000000001,6,3
2018,1,2,16,45,12.100000000000001,4,98.10000000000001,1006,2,257,4.7,11.8,6,3
2018,1,2,17,0,12.200000000000001,3,97.55,1007,1.9000000000000001,257,4.800000000000001,11.8,6,3
2018,1,2,17,15,12.200000000000001,0,97.55,1007,1.9000000000000001,255,4.9,11.8,6,0
2018,1,2,17,30,12.200000000000001,0,97.55,1007,1.9000000000000001,254,4.9,11.8,6,0
2018,1,2,17,45,12.200000000000001,0,97.37,1007,1.9000000000000001,253,5,11.8,6,0
2018,1,2,18,0,12.200000000000001,0,97.37,1007,1.8,251,5.1000000000000005,11.8,6,0
2018,1,2,18,15,12.200000000000001,0,97.37,1007,1.8,249,5.1000000000000005,11.8,7,0
2018,1,2,18,30,12.200000000000001,0,97.37,1007,1.8,247,5.2,11.8,7,0
2018,1,2,18,45,12.200000000000001,0,96.19,1007,1.8,246,5.2,11.600000000000001,7,0
2018,1,2,19,0,12.200000000000001,0,96.19,1007,1.7000000000000002,244,5.300000000000001,11.600000000000001,6,0
2018,1,2,19,15,12.200000000000001,0,96.19,1007,1.7000000000000002,243,5.4,11.600000000000001,6,0
2018,1,2,19,30,12.200000000000001,0,96.19,1007,1.6,242,5.6000000000000005,11.600000000000001,6,0
2018,1,2,19,45,12.100000000000001,0,96.26,1007,1.6,241,5.7,11.5,6,0
2018,1,2,20,0,12.100000000000001,0,96.17,1006,1.6,240,5.9,11.5,6,0
2018,1,2,20,15,12.100000000000001,0,96.17,1006,1.6,239,6,11.5,6,0
2018,1,2,20,30,12.100000000000001,0,96.17,1006,1.6,238,6.2,11.5,6,0
2018,1,2,20,45,12.100000000000001,0,95.2,1006,1.6,238,6.4,11.4,6,0
2018,1,2,21,0,12.100000000000001,0,95.2,1006,1.6,237,6.6000000000000005,11.4,6,0
2018,1,2,21,15,12.100000000000001,0,95.2,1006,1.7000000000000002,236,6.7,11.4,6,0
2018,1,2,21,30,12.100000000000001,0,95.2,1006,1.8,236,6.9,11.4,7,0
2018,1,2,21,45,12.100000000000001,0,94.92,1005,1.9000000000000001,235,7,11.3,6,0
2018,1,2,22,0,12.100000000000001,0,94.92,1005,2.1,234,7.1000000000000005,11.3,6,0
2018,1,2,22,15,12.100000000000001,0,94.92,1005,2.1,234,7.300000000000001,11.3,6,0
2018,1,2,22,30,12.200000000000001,0,94.3,1005,2.2,233,7.5,11.3,7,0
2018,1,2,22,45,12.3,0,94.84,1005,2.2,233,7.7,11.5,7,0
2018,1,2,23,0,12.3,0,94.84,1005,2.3000000000000003,233,7.9,11.5,7,0
2018,1,2,23,15,12.4,0,94.12,1004,2.3000000000000003,233,8.1,11.5,7,0
2018,1,2,23,30,12.5,0,93.51,1004,2.3000000000000003,233,8.200000000000001,11.5,7,0
2018,1,2,23,45,12.600000000000001,0,94.52,1004,2.3000000000000003,233,8.4,11.700000000000001,7,0
2018,1,3,0,0,12.700000000000001,0,93.81,1003,2.3000000000000003,233,8.5,11.700000000000001,7,0
2018,1,3,0,15,12.700000000000001,0,93.81,1003,2.3000000000000003,233,8.5,11.700000000000001,7,0
2018,1,3,0,30,12.700000000000001,0,93.81,1003,2.3000000000000003,233,8.5,11.700000000000001,7,0
2018,1,3,0,45,12.700000000000001,0,93.81,1003,2.3000000000000003,233,8.5,11.700000000000001,8,0
2018,1,3,1,0,13.200000000000001,0,94,1002,2.2,235,8.8,12.3,7,0
2018,1,3,1,15,13.3,0,93.39,1002,2.2,237,8.9,12.3,7,0
2018,1,3,1,30,13.4,0,92.79,1002,2.2,238,9,12.3,7,0
2018,1,3,1,45,13.5,0,94.51,1001,2.2,239,9.1,12.600000000000001,7,0
2018,1,3,2,0,13.700000000000001,0,93.29,1001,2.2,241,9.200000000000001,12.600000000000001,7,0
2018,1,3,2,15,13.700000000000001,0,93.29,1001,2.2,241,9.3,12.600000000000001,7,0
2018,1,3,2,30,13.700000000000001,0,93.29,1001,2.2,241,9.4,12.600000000000001,8,0
2018,1,3,2,45,13.700000000000001,0,93.55,1001,2.2,242,9.5,12.700000000000001,8,0
2018,1,3,3,0,13.700000000000001,0,93.55,1001,2.1,242,9.600000000000001,12.700000000000001,8,0
2018,1,3,3,15,13.700000000000001,0,93.55,1001,2.1,244,9.700000000000001,12.700000000000001,7,0
2018,1,3,3,30,13.8,0,92.86,1000,2.1,245,9.8,12.700000000000001,7,0
2018,1,3,3,45,13.8,0,92.61,1000,2.1,247,9.9,12.600000000000001,7,0
2018,1,3,4,0,13.8,0,92.61,1000,2.1,249,10.100000000000001,12.600000000000001,7,0
2018,1,3,4,15,13.8,0,92.61,1000,2,251,10,12.600000000000001,7,0
2018,1,3,4,30,13.8,0,92.61,1000,2,253,10,12.600000000000001,7,0
2018,1,3,4,45,13.8,0,91.97,1000,2,256,10,12.5,7,0
2018,1,3,5,0,13.9,0,91.37,1000,2,258,10,12.5,7,0
2018,1,3,5,15,13.700000000000001,0,92.57000000000001,1000,1.9000000000000001,262,9.9,12.5,7,0
2018,1,3,5,30,13.600000000000001,0,93.17,1000,1.9000000000000001,265,9.9,12.5,7,0
2018,1,3,5,45,13.4,0,86.83,1001,1.8,269,9.8,11.3,7,0
2018,1,3,6,0,13.200000000000001,0,87.97,1001,1.7000000000000002,272,9.8,11.200000000000001,4,0
2018,1,3,6,15,12.8,0,90.29,1001,1.7000000000000002,273,9.600000000000001,11.200000000000001,7,0
2018,1,3,6,30,12.4,0,92.68,1001,1.6,274,9.5,11.200000000000001,7,0
2018,1,3,6,45,12,0,80.46000000000001,1002,1.5,274,9.3,8.700000000000001,7,0
2018,1,3,7,0,11.600000000000001,0,82.60000000000001,1002,1.5,275,9.200000000000001,8.700000000000001,6,0
2018,1,3,7,15,11.3,0,84.25,1002,1.4000000000000001,274,9.1,8.700000000000001,6,0
2018,1,3,7,30,11,0,86.03,1003,1.4000000000000001,274,9,8.8,7,0
2018,1,3,7,45,10.700000000000001,0,80.72,1003,1.4000000000000001,273,8.9,7.5,6,0
2018,1,3,8,0,10.4,0,82.34,1003,1.4000000000000001,272,8.8,7.5,6,0
2018,1,3,8,15,10.3,0,82.89,1003,1.4000000000000001,272,8.8,7.5,7,0
2018,1,3,8,30,10.200000000000001,0,83.53,1004,1.4000000000000001,272,8.8,7.5,7,0
2018,1,3,8,45,10.100000000000001,0,80.92,1004,1.3,272,8.700000000000001,7,1,0
2018,1,3,9,0,10,4,81.46000000000001,1004,1.3,273,8.700000000000001,7,4,3
2018,1,3,9,15,10.100000000000001,10,80.92,1004,1.3,273,8.8,7,3,3
2018,1,3,9,30,10.200000000000001,16,80.46000000000001,1005,1.3,273,8.8,7,4,3
2018,1,3,9,45,10.3,23,77.01,1005,1.3,274,8.9,6.4,4,3
2018,1,3,10,0,10.4,31,76.5,1005,1.3,274,8.9,6.4,4,3
2018,1,3,10,15,10.600000000000001,76,75.49,1005,1.2000000000000002,274,9,6.4,7,3
2018,1,3,10,30,10.8,47,74.57000000000001,1006,1.2000000000000002,274,9,6.5,4,3
2018,1,3,10,45,10.9,104,70.67,1006,1.2000000000000002,275,9,5.800000000000001,7,3
2018,1,3,11,0,11.100000000000001,118,69.74,1006,1.2000000000000002,275,9,5.800000000000001,7,3
2018,1,3,11,15,11.200000000000001,131,69.28,1006,1.2000000000000002,275,9,5.800000000000001,7,0
2018,1,3,11,30,11.200000000000001,11,69.28,1006,1.2000000000000002,275,8.9,5.800000000000001,7,0
2018,1,3,11,45,11.3,18,65.37,1007,1.2000000000000002,275,8.8,5,7,0
2018,1,3,12,0,11.4,97,64.94,1007,1.2000000000000002,275,8.700000000000001,5,7,0
2018,1,3,12,15,11.4,91,64.94,1007,1.2000000000000002,274,8.6,5,4,0
2018,1,3,12,30,11.3,27,65.37,1007,1.2000000000000002,274,8.4,5,4,0
2018,1,3,12,45,11.3,23,65.32000000000001,1007,1.2000000000000002,273,8.3,5,4,0
2018,1,3,13,0,11.3,23,65.32000000000001,1007,1.2000000000000002,272,8.1,5,4,0
2018,1,3,13,15,11.3,13,65.32000000000001,1007,1.2000000000000002,272,8,5,7,0
2018,1,3,13,30,11.3,14,65.32000000000001,1007,1.2000000000000002,272,8,5,8,0
2018,1,3,13,45,11.3,54,67.14,1007,1.2000000000000002,271,7.9,5.4,4,0
2018,1,3,14,0,11.4,227,66.7,1007,1.2000000000000002,271,7.800000000000001,5.4,7,0
2018,1,3,14,15,11.3,89,67.14,1007,1.3,271,7.6000000000000005,5.4,7,0
2018,1,3,14,30,11.3,60,67.14,1007,1.3,271,7.5,5.4,7,0
2018,1,3,14,45,11.3,65,68.87,1007,1.3,271,7.4,5.800000000000001,6,0
2018,1,3,15,0,11.3,59,68.87,1007,1.3,271,7.300000000000001,5.800000000000001,6,3
2018,1,3,15,15,11.100000000000001,53,69.79,1007,1.4000000000000001,270,7.1000000000000005,5.800000000000001,6,3
2018,1,3,15,30,11,46,70.25,1007,1.4000000000000001,270,6.9,5.800000000000001,6,3
2018,1,3,15,45,10.9,39,72.96000000000001,1007,1.5,269,6.800000000000001,6.2,6,3
2018,1,3,16,0,10.700000000000001,33,73.93,1007,1.5,269,6.6000000000000005,6.2,7,3
2018,1,3,16,15,10.600000000000001,26,74.43,1007,1.6,267,6.5,6.2,6,3
2018,1,3,16,30,10.4,20,75.42,1007,1.7000000000000002,266,6.300000000000001,6.2,6,3
2018,1,3,16,45,10.3,14,79.63,1007,1.7000000000000002,264,6.2,6.9,6,3
2018,1,3,17,0,10.100000000000001,7,80.7,1007,1.8,263,6.1000000000000005,6.9,7,3
2018,1,3,17,15,10,0,81.24,1007,1.9000000000000001,262,6.1000000000000005,6.9,7,0
2018,1,3,17,30,9.9,0,81.78,1007,1.9000000000000001,261,6,6.9,6,0
2018,1,3,17,45,9.8,0,87.38,1007,2,260,6,7.800000000000001,7,0
2018,1,3,18,0,9.8,0,87.38,1007,2.1,259,6,7.800000000000001,6,0
